(embryonic) hindbrain flexure	UBERON:0005820
left ventricular outflow	UBERON:0005956
left ventricular outflow tract	UBERON:0005956
left ventricular trabecular myocardium	UBERON:0005064
left vitelline vein	UBERON:0005460
leg	UBERON:0000978
leg blood vessel	UBERON:0003503
leg bone	UBERON:0005893
leg connective tissue	UBERON:0003569
leg mesenchyme	UBERON:0003412
leg muscle	UBERON:0001383
leg muscle organ	UBERON:0001383
leg muscle system	UBERON:0004466
leg musculature	UBERON:0006067
leg nerve	UBERON:0003431
leg portion of connective tissue	UBERON:0003569
leg skeletal muscle	UBERON:0001383
leg skeletal muscle tissue	UBERON:0001383
leg skin	UBERON:0001511
leg textus connectivus	UBERON:0003569
leg zone of skin	UBERON:0001511
lemniscus	UBERON:0003001
lens	UBERON:0000965
lens	UBERON:0005389
lens anterior epithelium	UBERON:0005614
lens capsule	UBERON:0001804
lens cortex	UBERON:0000389
lens crystallina	UBERON:0000965
lens epithelial tissue	UBERON:0001803
lens epithelium	UBERON:0001803
lens equatorial epithelium	UBERON:0005615
lens fiber	UBERON:0002444
lens fibers	UBERON:0002444
lens fibers set	UBERON:0002444
lens fibres	UBERON:0002444
lens nucleus	UBERON:0000390
lens of camera-type eye	UBERON:0000965
lens pit	UBERON:0006259
lens placode	UBERON:0003073
lens pole	UBERON:0019210
lens subcapsular epithelium	UBERON:0005614
lens vesicle	UBERON:0005426
lens vesicle cavity	UBERON:0005688
lens vesicle epithelium	UBERON:0005656
lens zone	UBERON:0019210
lenticular fasciculus	UBERON:0014529
lenticular fasciculus [h2]	UBERON:0014529
lenticular fasciculus of diencephalon	UBERON:0014529
lenticular fasciculus of telencephalon	UBERON:0014529
lenticular process of incus	UBERON:0011599
lenticular process of incus bone	UBERON:0011599
lentiform nucleus	UBERON:0002263
lentiform nucleus of pretectal area	UBERON:0002996
lepidosteoid scale	UBERON:4000051
lepidotrichial segment	UBERON:4300108
lepidotrichium	UBERON:4000172
leptocephalous larva	UBERON:2002079
leptocephalus	UBERON:0000069
leptocephalus	UBERON:0002548
leptocephalus stage	UBERON:0000069
leptomeninges	UBERON:0000391
leptomeninx	UBERON:0000391
lesser alar cartilage	UBERON:0007819
lesser cardiac vein	UBERON:0009687
lesser cornu	UBERON:0003998
lesser cornu of hyoid	UBERON:0003998
lesser cornua	UBERON:0003998
lesser curvature of stomach	UBERON:0001163
lesser duodenal papilla	UBERON:0012272
lesser horn	UBERON:0003998
lesser horn of hyoid	UBERON:0003998
lesser horn of hyoid bone	UBERON:0003998
lesser horn of the hyoid	UBERON:0003998
lesser multangular bone	UBERON:0001431
lesser omentum	UBERON:0002399
lesser pancreas	UBERON:0010373
lesser pelvis	UBERON:0002355
lesser peritoneal sac	UBERON:0005252
lesser posterior rectus capitis	UBERON:0008455
lesser sac	UBERON:0001341
lesser sac cavity	UBERON:0005252
lesser sac mesothelium	UBERON:0003274
lesser saphenous vein	UBERON:0001547
lesser sciatic notch	UBERON:0014436
lesser splanchnic nerve	UBERON:0018681
lesser thoracic splanchnic nerve	UBERON:0018681
lesser trochanter	UBERON:0002504
lesser trochanter of femur	UBERON:0002504
lesser tubercle	UBERON:0011188
lesser tubercle of humerus	UBERON:0011188
lesser tuberosity of humerus	UBERON:0011188
lesser vestibular gland	UBERON:0000461
lesser vestibular gland duct	UBERON:0011830
lesser wing of sphenoid	UBERON:0002478
lesser wing of sphenoidal bone	UBERON:0002478
levator anguli oris	UBERON:0008595
levator anguli oris muscle	UBERON:0008595
levator ani	UBERON:0001326
levator ani muscle	UBERON:0001326
levator arcus palatini	UBERON:2000384
levator arcuum	UBERON:0014836
levator arcuum muscle	UBERON:0014836
levator auris longus	UBERON:0015430
levator auris longus muscle	UBERON:0015430
levator bulbi	UBERON:3010651
levator claviculae	UBERON:0011251
levator claviculae muscle	UBERON:0011251
levator cloacae	UBERON:0014785
levator hyomandibulae	UBERON:0011687
levator hyomandibulae muscle	UBERON:0011687
levator labii superioris	UBERON:0001580
levator labii superioris alaeque nasi	UBERON:0008592
levator mandibulae articularis	UBERON:3010708
levator mandibulae externus	UBERON:3010700
levator mandibulae externus profundus	UBERON:3010712
levator mandibulae externus superficialis	UBERON:3010711
levator mandibulae lateralis	UBERON:3010709
levator mandibulae longus	UBERON:3010704
levator nasolabialis	UBERON:0011464
levator nasolabialis muscle	UBERON:0011464
levator operculae	UBERON:0011649
levator operculi	UBERON:0011649
levator operculi muscle	UBERON:0011649
levator palatoquadrati	UBERON:0011684
levator palpebrae superioris	UBERON:0001604
levator prostatae	UBERON:0011528
levator prostate	UBERON:0011531
levator prostate muscle	UBERON:0011531
levator quadrati	UBERON:3010724
levator scapulae	UBERON:0005461
levator scapulae muscle	UBERON:0005461
levator scapulae pre-muscle mass	UBERON:0010983
levator veli palatini	UBERON:0008585
levatores arcuum	UBERON:0014836
level Ia neck node	UBERON:0016397
lieberkuhn crypt	UBERON:0001983
lieberkuhn crypt of large intestine	UBERON:0001984
lieberkuhn crypt of small bowel	UBERON:0001241
lieberkuhn crypt of small intestine	UBERON:0001241
lienal artery	UBERON:0001194
lieno-renal ligament	UBERON:0004687
lienorenal ligament	UBERON:0004687
life	UBERON:0000104
life cycle	UBERON:0000104
life cycle stage	UBERON:0000105
life cycle stage transition event	UBERON:0000103
life cycle stage transition instant	UBERON:0000103
life cycle temporal boundary	UBERON:0035943
life-death temporal boundary	UBERON:0035944
lifespan	UBERON:0000104
ligament	UBERON:0000211
ligament of Segond	UBERON:0014899
ligament of Treitz	UBERON:0000642
ligament of arantius	UBERON:0006587
ligament of auricle	UBERON:0008879
ligament of hip joint	UBERON:0018411
ligament of knee joint	UBERON:0011088
ligament of larynx	UBERON:0001743
ligament of liver	UBERON:0013139
ligament of middle ear	UBERON:0018154
ligament of neck	UBERON:0000351
ligament of ovary	UBERON:0008847
ligament of pinna	UBERON:0008879
ligament of sternoclavicular joint	UBERON:0011875
ligament of temporomandibular joint	UBERON:0011320
ligament of vertebral column	UBERON:0011136
ligament organ	UBERON:0000211
ligamentous replacement element	UBERON:4000138
ligamentum anulare radii	UBERON:0007657
ligamentum anulare stapedis	UBERON:0018161
ligamentum arteriosum	UBERON:0007642
ligamentum arteriosum (Ductus arteriosus)	UBERON:0007642
ligamentum arteriosum node	UBERON:0007643
ligamentum calcaneofibulare	UBERON:0011971
ligamentum collaterale mediale (articulatio talocruralis)	UBERON:0011972
ligamentum collaterale mediale articulationis talocruralis	UBERON:0011972
ligamentum coronarium	UBERON:0013138
ligamentum coronarium hepatis	UBERON:0013138
ligamentum cricoaryteneoideum	UBERON:0013170
ligamentum cricopharyngeum	UBERON:0013167
ligamentum cricothyreoideum	UBERON:0013171
ligamentum cruciforme atlantis	UBERON:0011106
ligamentum deltoideum	UBERON:0011972
ligamentum deltoideum (articulatio talocruralis)	UBERON:0011972
ligamentum falciforme (hepatis)	UBERON:0001247
ligamentum falciforme hepatis	UBERON:0001247
ligamentum flavum	UBERON:0003673
ligamentum gastrosplenicum	UBERON:0004686
ligamentum hepatoduodenale	UBERON:0012472
ligamentum hepatogastricum	UBERON:0012471
ligamentum hyothyreoideum laterale	UBERON:0010926
ligamentum lienorenale	UBERON:0004687
ligamentum nuchae	UBERON:0000351
ligamentum ovarii proprium	UBERON:0008847
ligamentum patella	UBERON:0003676
ligamentum pectineale	UBERON:0006205
ligamentum primordiale	UBERON:2001828
ligamentum spirale ductus cochlearis	UBERON:0006725
ligamentum splenorenale	UBERON:0004687
ligamentum splenorenale (lienorenale, phrenicosplenicum)	UBERON:0004687
ligamentum sternoclavicularis	UBERON:0011875
ligamentum stylohyoideum	UBERON:0004361
ligamentum stylohyoideus	UBERON:0004361
ligamentum talofibulare	UBERON:0011970
ligamentum talofibulare anterius	UBERON:0013725
ligamentum talofibulare posterius	UBERON:0013726
ligamentum teres hepatis	UBERON:0006588
ligamentum teres hepatitis	UBERON:0006588
ligamentum teres of liver	UBERON:0006588
ligamentum teres of uterus	UBERON:0006589
ligamentum teres uteri	UBERON:0006589
ligamentum thyroepiglotticum	UBERON:0013168
ligamentum thyrohyoideum laterale	UBERON:0010926
ligamentum thyrohyoideum medianum	UBERON:0010925
ligamentum umbilicale mediale	UBERON:0006607
ligamentum venosum	UBERON:0006587
ligamentum venosum (ductus venosus)	UBERON:0006587
ligamentum venosum of liver	UBERON:0006587
ligamentum venosus	UBERON:0006587
ligamentum vestibulare	UBERON:0013169
light zone of follicle	UBERON:0010754
light-sensitive tissue	UBERON:0005388
limb	UBERON:0002101
limb - fin bud	UBERON:0004357
limb blood vessel	UBERON:0003514
limb blood vessel	UBERON:0007301
limb bone	UBERON:0002428
limb bone endochondral element	UBERON:0015061
limb bone pre-cartilage condensation	UBERON:0010882
limb bud	UBERON:0004347
limb bud - forelimb	UBERON:0005417
limb bud mesenchyme	UBERON:0010328
limb buds	UBERON:0004347
limb cartilage element	UBERON:0010881
limb connective tissue	UBERON:0003587
limb digit	UBERON:0002544
limb digit 1	UBERON:0006048
limb digit 2	UBERON:0006049
limb digit 3	UBERON:0006050
limb digit 4	UBERON:0006051
limb digit 5	UBERON:0006052
limb digit 6	UBERON:0016856
limb digit 7	UBERON:0016857
limb digit 8	UBERON:0016858
limb endochondral element	UBERON:0015061
limb epidermis	UBERON:0009200
limb external integument structure	UBERON:3000981
limb field	UBERON:0005733
limb field of lateral plate mesoderm	UBERON:0005733
limb gland	UBERON:3010606
limb joint	UBERON:0003657
limb joint of anteriormost limb	UBERON:0003839
limb joint of autopod	UBERON:0003841
limb joint of distal free limb segment	UBERON:0003841
limb joint of fore limb	UBERON:0003839
limb joint of forelimb	UBERON:0003839
limb joint of hind limb	UBERON:0003840
limb joint of hindlimb	UBERON:0003840
limb joint of inferior member	UBERON:0003840
limb joint of lower extremity	UBERON:0003840
limb joint of superior member	UBERON:0003839
limb joint of upper extremity	UBERON:0003839
limb long bone	UBERON:0003606
limb mesenchyme	UBERON:0009749
limb muscle	UBERON:0003661
limb muscle organ	UBERON:0003661
limb muscle system	UBERON:0004480
limb musculature	UBERON:0004480
limb nerve	UBERON:0003440
limb of internal capsule	UBERON:0014525
limb of internal capsule of telencephalon	UBERON:0014525
limb or fin	UBERON:0004708
limb paddle	UBERON:0012300
limb plate	UBERON:0010130
limb portion of connective tissue	UBERON:0003587
limb segment	UBERON:0002529
limb sensu vertebrata	UBERON:0002101
limb skeletal muscle	UBERON:0003661
limb skeleton	UBERON:0004381
limb skeleton subdivision	UBERON:0010712
limb skin	UBERON:0001419
limb textus connectivus	UBERON:0003587
limb villosities	UBERON:3010721
limb zone of skin	UBERON:0001419
limb/fin	UBERON:0004708
limb/fin field of lateral plate mesoderm	UBERON:0005732
limb/fin segment	UBERON:0010538
limb/fin skeleton	UBERON:0011582
limbbud	UBERON:0004347
limbic cortex	UBERON:0016542
limbic lobe	UBERON:0002600
limbic lobe (carpenter)	UBERON:0002600
limbic lobe cortex	UBERON:0016542
limbic system	UBERON:0000349
limbus corneae	UBERON:0006761
limbus lamina spiralis	UBERON:0002276
limbus laminae spiralis	UBERON:0002276
limbus laminae spiralis osseae	UBERON:0002276
limen insulae	UBERON:0002724
limen of insula	UBERON:0002724
limitans nucleus	UBERON:0003026
limitans thalamic nucleus	UBERON:0003026
limiting fissure	UBERON:0002713
limiting layer of elasmoid scale	UBERON:4000105
limiting membrane of retina	UBERON:0007619
line connecting laterally paired nipples	UBERON:0013771
line delineating groove	UBERON:0014764
line of Schwalbe	UBERON:0011918
line of bony union	UBERON:0006768
linea pectinata canalis analis	UBERON:0006574
linear nucleus	UBERON:0002557
lingual artery	UBERON:0001610
lingual branch of external carotid artery	UBERON:0001610
lingual branch of trigeminal nerve	UBERON:0003721
lingual cartilage	UBERON:0010896
lingual cusp	UBERON:0016929
lingual cusp of tooth	UBERON:0016929
lingual gland	UBERON:0003409
lingual gustatory epithelium	UBERON:0014452
lingual gyrus	UBERON:0002943
lingual mucosa	UBERON:0005020
lingual nerve	UBERON:0003721
lingual papilla	UBERON:0001726
lingual process of basihyoid	UBERON:0011620
lingual process of basihyoid bone	UBERON:0011620
lingual region	UBERON:4300137
lingual salivary gland	UBERON:0006330
lingual septum	UBERON:0014790
lingual swellings	UBERON:0006260
lingual tonsil	UBERON:0007250
lingual tonsillar tissue	UBERON:0007250
lingual vein	UBERON:0006634
lingula (I)	UBERON:0004074
lingula of anterior cerebellum vermis	UBERON:0004074
lingula of cerebellum	UBERON:0004074
lingula of cerebral hemisphere	UBERON:0002943
lingula of left lung	UBERON:0008954
lingula of lung	UBERON:0008954
lingula of the lung	UBERON:0008954
lip	UBERON:0001833
lip epithelium	UBERON:0006913
lip frenulum	UBERON:0016910
lip philtrum	UBERON:0005402
lip skeletal muscle	UBERON:0004833
lip skeletal muscle tissue	UBERON:0004833
lip skin	UBERON:0001458
lip taste bud	UBERON:0034719
lip vein	UBERON:0013136
lip zone of skin	UBERON:0001458
liquor follicularis	UBERON:0000038
liquor folliculi	UBERON:0000038
lissauer's tract	UBERON:0002649
little finger	UBERON:0003625
little finger nail	UBERON:0011277
little finger phalanx	UBERON:0003639
little toe	UBERON:0003635
little toe nail	UBERON:0011282
little toe phalanx	UBERON:0003863
liver	UBERON:0002107
liver acinus	UBERON:0001172
liver and biliary system	UBERON:0002423
liver bare area	UBERON:0001149
liver blood vessel	UBERON:0015796
liver bud	UBERON:0008836
liver capillary	UBERON:3010404
liver caudate lobe	UBERON:0001117
liver cell plate	UBERON:0005452
liver diverticulum	UBERON:0008835
liver hepatic sinusoids	UBERON:0001281
liver left lateral lobe	UBERON:0006727
liver left lobe	UBERON:0001115
liver left lobe parenchyma	UBERON:0005222
liver left medial lobe	UBERON:0006728
liver ligament	UBERON:0013139
liver lobe	UBERON:0001113
liver lobule	UBERON:0004647
liver papillary process	UBERON:0005050
liver parenchyma	UBERON:0001280
liver parenchyme	UBERON:0001280
liver perisinusoidal space	UBERON:0006729
liver portal vein	UBERON:0001639
liver primordium	UBERON:0003894
liver quadrate lobe	UBERON:0001116
liver reticuloendothelial system	UBERON:0014779
liver right caudate lobe hepatic sinusoids	UBERON:0011737
liver right caudate lobe parenchyma	UBERON:0010706
liver right lobe	UBERON:0001114
liver right lobe parenchyma	UBERON:0005221
liver right quadrate lobe hepatic sinusoids	UBERON:0011738
liver right quadrate lobe parenchyma	UBERON:0010704
liver sinusoid	UBERON:0001281
liver sinusoidal blood vessel	UBERON:0001281
liver stroma	UBERON:0016478
liver trabecula	UBERON:0010183
liver vein	UBERON:0001143
llp	UBERON:2000228
lobar bronchial epithelium	UBERON:0002339
lobar bronchial lumen	UBERON:0012084
lobar bronchial mucosa	UBERON:0005037
lobar bronchial submucosa	UBERON:0004950
lobar bronchus	UBERON:0002183
lobar bronchus alveolar system	UBERON:0004892
lobar bronchus connective tissue	UBERON:0003591
lobar bronchus epithelial tissue	UBERON:0002339
lobar bronchus epithelium	UBERON:0002339
lobar bronchus mesenchyme	UBERON:0004884
lobar bronchus mucosa	UBERON:0005037
lobar bronchus mucosa of organ	UBERON:0005037
lobar bronchus mucous membrane	UBERON:0005037
lobar bronchus of caudal lobe	UBERON:0005245
lobar bronchus of left lung	UBERON:0003405
lobar bronchus of left lung lower lobe	UBERON:0012066
lobar bronchus of left lung upper lobe	UBERON:0012065
lobar bronchus of right lung	UBERON:0003404
lobar bronchus of right lung accessory lobe	UBERON:0004896
lobar bronchus of right lung caudal lobe	UBERON:0005245
lobar bronchus of right lung cranial lobe	UBERON:0005244
lobar bronchus of right lung middle lobe	UBERON:0012063
lobar bronchus organ mucosa	UBERON:0005037
lobar bronchus submucosa	UBERON:0004950
lobar bronchus vasculature	UBERON:0004889
lobe	UBERON:3010752
lobe of breast	UBERON:0001911
lobe of breast	UBERON:0018140
lobe of breast adipose tissue	UBERON:0004180
lobe of breast alveolus	UBERON:0003214
lobe of breast fat tissue	UBERON:0004180
lobe of breast fatty tissue	UBERON:0004180
lobe of breast mesenchyme	UBERON:0003326
